time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,train/policy_loss,time/iterations,time/fps,time/time_elapsed,train/value_loss,train/explained_variance,train/learning_rate,train/n_updates,train/entropy_loss,eval/mean_ep_length,eval/mean_reward
210000,257.0,314.58,,42000,196,1066,,,,,,,
210500,257.0,313.65,212.32041931152344,42100,196,1068,1091.2926025390625,-2.171064853668213,0.0007,42099,-7.690794467926025,,
211000,257.0,311.52,-290.9786071777344,42200,197,1070,3317.462158203125,-70.25606536865234,0.0007,42199,-7.688031196594238,,
211500,257.0,314.22,0.047859933227300644,42300,197,1072,0.0001075605905498378,-3.935849666595459,0.0007,42299,-7.697476863861084,,
212000,257.0,311.89,-236.8171844482422,42400,197,1074,1174.247314453125,-64.05237579345703,0.0007,42399,-7.689549446105957,,
212500,,,-41.96100997924805,,,,164.34161376953125,-2.8839378356933594,0.0007,42499,-7.686603546142578,257.0,0.0
212500,257.0,317.62,,42500,196,1080,,,,,,,
213000,257.0,314.48,-150.3291778564453,42600,196,1081,402.631591796875,-2.1227047443389893,0.0007,42599,-7.6912522315979,,
213500,257.0,313.17,3.8555171489715576,42700,197,1083,0.9343185424804688,-3.449491024017334,0.0007,42699,-7.6943182945251465,,
214000,257.0,313.48,151.40945434570312,42800,197,1085,487.50079345703125,5.960464477539063e-08,0.0007,42799,-7.679673194885254,,
214500,257.0,318.18,137.43724060058594,42900,197,1087,375.2163391113281,0.013585448265075684,0.0007,42899,-7.686917781829834,,
215000,,,-0.06680736690759659,,,,8.868990698829293e-05,0.0011791586875915527,0.0007,42999,-7.685937404632568,257.0,0.0
215000,257.0,318.01,,43000,196,1093,,,,,,,
215500,257.0,316.73,-0.06343723833560944,43100,196,1095,8.647752838442102e-05,0.005456387996673584,0.0007,43099,-7.696449279785156,,
216000,257.0,318.5,0.23681722581386566,43200,196,1096,0.0038061649538576603,-143.93760681152344,0.0007,43199,-7.695198059082031,,
216500,257.0,318.6,-0.08548400551080704,43300,197,1098,0.00014809350250288844,0.00013023614883422852,0.0007,43299,-7.6894850730896,,
217000,257.0,320.41,-0.06224905326962471,43400,197,1100,8.077163511188701e-05,-0.00010788440704345703,0.0007,43399,-7.6943511962890625,,
217500,,,-0.11119311302900314,,,,0.00024657096946612,-0.0009726285934448242,0.0007,43499,-7.69690465927124,257.0,0.0
217500,257.0,315.86,,43500,196,1106,,,,,,,
218000,257.0,320.3,0.004712661262601614,43600,196,1108,4.985987516192836e-07,-0.00046002864837646484,0.0007,43599,-7.6990580558776855,,
218500,257.0,315.66,64.32634735107422,43700,196,1109,199.9532928466797,-9.271800994873047,0.0007,43699,-7.687204837799072,,
219000,257.0,322.53,-495.87017822265625,43800,196,1111,7778.90478515625,-225.86061096191406,0.0007,43799,-7.684312343597412,,
219500,257.0,323.23,-0.05540821701288223,43900,197,1113,6.326742732198909e-05,-0.00024056434631347656,0.0007,43899,-7.689809322357178,,
220000,,,-0.08640547096729279,,,,0.0001493207091698423,-0.00214385986328125,0.0007,43999,-7.700659275054932,257.0,0.0
220000,257.0,315.24,,44000,196,1117,,,,,,,
220500,257.0,312.88,285.1646423339844,44100,196,1119,1590.1029052734375,-22.531782150268555,0.0007,44099,-7.707066535949707,,
221000,257.0,314.23,173.03097534179688,44200,197,1121,565.019775390625,-0.15716075897216797,0.0007,44199,-7.710771083831787,,
221500,257.0,317.78,419.7574157714844,44300,197,1122,5882.46533203125,-663.0120239257812,0.0007,44299,-7.711407661437988,,
222000,257.0,319.12,-0.06391967833042145,44400,197,1124,8.635557605884969e-05,0.0,0.0007,44399,-7.710455417633057,,
222500,,,63.5716667175293,,,,119.5553207397461,-2.6326358318328857,0.0007,44499,-7.707208156585693,257.0,0.0
222500,257.0,318.38,,44500,197,1128,,,,,,,
223000,257.0,313.02,-0.05437649413943291,44600,197,1130,5.861024328623898e-05,0.0,0.0007,44599,-7.695959568023682,,
223500,257.0,315.78,-0.03481952100992203,44700,197,1132,2.534240593377035e-05,6.22868537902832e-05,0.0007,44699,-7.701185703277588,,
224000,257.0,309.6,591.7568359375,44800,197,1134,8158.31103515625,-1118.4412841796875,0.0007,44799,-7.698439121246338,,
224500,257.0,305.15,-0.007245151791721582,44900,197,1135,1.1655486105155433e-06,1.1920928955078125e-07,0.0007,44899,-7.7075514793396,,
225000,,,-0.022793980315327644,,,,1.0089275747304782e-05,-0.000202178955078125,0.0007,44999,-7.712231636047363,257.0,0.0
225000,257.0,297.43,,45000,197,1141,,,,,,,
225500,257.0,300.29,-0.04344059154391289,45100,197,1143,3.624666715040803e-05,0.0009591579437255859,0.0007,45099,-7.708000183105469,,
226000,257.0,299.53,-0.05596896633505821,45200,197,1145,6.861212750663981e-05,0.00015342235565185547,0.0007,45199,-7.710572719573975,,
226500,257.0,299.09,-0.0435505174100399,45300,197,1147,3.9581838791491464e-05,0.0,0.0007,45299,-7.709678649902344,,
227000,257.0,296.3,-0.0913904458284378,45400,197,1149,0.00017816705803852528,-1.1920928955078125e-07,0.0007,45399,-7.713269233703613,,
227500,,,-232.5344696044922,,,,2476.549072265625,-9662.3662109375,0.0007,45499,-7.713055610656738,257.0,0.0
227500,257.0,293.99,,45500,197,1154,,,,,,,
228000,257.0,291.1,2.5650620460510254,45600,197,1156,0.4045265316963196,-0.30496692657470703,0.0007,45599,-7.707280158996582,,
228500,257.0,295.42,-0.015541899017989635,45700,197,1157,5.032434728491353e-06,0.0014201998710632324,0.0007,45699,-7.710649013519287,,
229000,257.0,295.46,234.56297302246094,45800,197,1159,1538.3798828125,-59.598243713378906,0.0007,45799,-7.709500312805176,,
229500,257.0,291.51,-0.07917487621307373,45900,197,1161,0.00011474190250737593,0.0,0.0007,45899,-7.7084808349609375,,
230000,,,-0.10216275602579117,,,,0.00020712210971396416,6.639957427978516e-05,0.0007,45999,-7.708778381347656,257.0,0.0
230000,257.0,289.44,,46000,197,1165,,,,,,,
230500,257.0,289.65,-0.11106778681278229,46100,197,1167,0.00025437941076233983,-1.1920928955078125e-07,0.0007,46099,-7.704423427581787,,
231000,257.0,290.29,-0.060853611677885056,46200,197,1169,7.505885878344998e-05,0.00021785497665405273,0.0007,46199,-7.7052459716796875,,
231500,257.0,294.22,-0.0898267924785614,46300,197,1170,0.00017184228636324406,0.0,0.0007,46299,-7.707818508148193,,
232000,257.0,295.12,-0.03614475205540657,46400,197,1172,2.661258986336179e-05,0.0032697319984436035,0.0007,46399,-7.70595121383667,,
232500,,,-0.005830457899719477,,,,6.871019877507933e-07,0.013733088970184326,0.0007,46499,-7.712927341461182,257.0,0.0
232500,257.0,291.69,,46500,197,1178,,,,,,,
233000,257.0,294.71,-0.012810811400413513,46600,197,1180,3.2335592550225556e-06,0.003538966178894043,0.0007,46599,-7.715484619140625,,
233500,257.0,296.16,-470.3236389160156,46700,197,1182,4245.61767578125,-25.119131088256836,0.0007,46699,-7.70001220703125,,
234000,257.0,300.38,0.002919767051935196,46800,197,1184,1.7875461821859062e-07,1.1920928955078125e-07,0.0007,46799,-7.712256908416748,,
234500,257.0,300.24,-0.05055137351155281,46900,197,1185,5.546298416447826e-05,-0.01124429702758789,0.0007,46899,-7.708087921142578,,
235000,,,-16.824277877807617,,,,23.300264358520508,-1324422.625,0.0007,46999,-7.711461067199707,257.0,0.0
235000,257.0,304.64,,47000,197,1191,,,,,,,
235500,257.0,301.59,637.3954467773438,47100,197,1193,7213.19384765625,-1766.265625,0.0007,47099,-7.715888977050781,,
236000,257.0,287.82,-1.6935280561447144,47200,197,1195,0.11250066012144089,-899.47314453125,0.0007,47199,-7.711921691894531,,
236500,257.0,287.04,-0.13357052206993103,47300,197,1197,0.0003609490522649139,-1.1920928955078125e-07,0.0007,47299,-7.7067108154296875,,
237000,257.0,296.29,-0.054193057119846344,47400,197,1199,5.915533984079957e-05,-8.320808410644531e-05,0.0007,47399,-7.7069244384765625,,
237500,,,-0.05342565104365349,,,,5.8158966567134485e-05,0.002458631992340088,0.0007,47499,-7.707869052886963,257.0,0.0
237500,257.0,301.95,,47500,197,1203,,,,,,,
238000,257.0,303.1,437.7059631347656,47600,197,1204,3625.024169921875,-24.232728958129883,0.0007,47599,-7.70294189453125,,
238500,257.0,302.4,-0.1660877913236618,47700,197,1206,0.0005589287029579282,-9.441375732421875e-05,0.0007,47699,-7.708324432373047,,
239000,257.0,299.65,369.95263671875,47800,197,1208,3722.48876953125,-203.0763397216797,0.0007,47799,-7.710336208343506,,
239500,257.0,302.55,-0.14171695709228516,47900,197,1210,0.0003990346158389002,-6.42538070678711e-05,0.0007,47899,-7.71216344833374,,
240000,,,-0.1982659101486206,,,,0.0007979586953297257,5.644559860229492e-05,0.0007,47999,-7.709481716156006,257.0,0.0
240000,257.0,297.67,,48000,197,1214,,,,,,,
240500,257.0,294.68,-0.05952001363039017,48100,197,1215,6.338710954878479e-05,0.7433237731456757,0.0007,48099,-7.707261085510254,,
241000,257.0,293.31,-0.017534732818603516,48200,197,1217,6.51421532893437e-06,-0.07053244113922119,0.0007,48199,-7.708227634429932,,
241500,257.0,290.03,-55.57416915893555,48300,198,1219,265.7561340332031,-1988309.5,0.0007,48299,-7.707790374755859,,
242000,257.0,290.79,-0.0076431590132415295,48400,198,1221,1.2323016562731937e-06,0.01367110013961792,0.0007,48399,-7.709123134613037,,
242500,,,-486.346923828125,,,,6738.04541015625,-133.1953582763672,0.0007,48499,-7.705479621887207,257.0,0.0
242500,257.0,287.99,,48500,197,1227,,,,,,,
243000,257.0,286.77,-0.152457132935524,48600,197,1229,0.00048491600318811834,-2.956390380859375e-05,0.0007,48599,-7.7048659324646,,
243500,257.0,292.54,-0.10522537678480148,48700,197,1230,0.00022506157984025776,-0.00969398021697998,0.0007,48699,-7.702138423919678,,
244000,257.0,291.48,114.11840057373047,48800,197,1232,279.5074768066406,-0.3175317049026489,0.0007,48799,-7.697266578674316,,
244500,257.0,290.96,10.385708808898926,48900,198,1234,118.57430267333984,-9.491374015808105,0.0007,48899,-7.686036109924316,,
245000,,,-0.06013844162225723,,,,7.564836414530873e-05,-0.05039322376251221,0.0007,48999,-7.691681861877441,257.0,0.0
245000,257.0,294.33,,49000,197,1240,,,,,,,
245500,257.0,297.68,-0.07073595374822617,49100,197,1242,0.00010090037540066987,-0.002099752426147461,0.0007,49099,-7.693859100341797,,
246000,257.0,297.79,73.62753295898438,49200,197,1244,171.45855712890625,-21.335712432861328,0.0007,49199,-7.694883823394775,,
246500,257.0,294.69,-0.011665287427604198,49300,197,1245,2.652256398505415e-06,0.010689318180084229,0.0007,49299,-7.704074382781982,,
247000,257.0,287.48,-262.11065673828125,49400,197,1247,3069.197998046875,-11923.3408203125,0.0007,49399,-7.707418918609619,,
247500,,,-0.05450892448425293,,,,6.37728298897855e-05,0.00035762786865234375,0.0007,49499,-7.705486297607422,257.0,0.0
247500,257.0,284.57,,49500,197,1253,,,,,,,
248000,257.0,286.57,75.44258117675781,49600,197,1255,1008.8265991210938,-318.2540283203125,0.0007,49599,-7.702151775360107,,
248500,257.0,288.39,-0.04494067281484604,49700,197,1257,4.1320316086057574e-05,0.13942670822143555,0.0007,49699,-7.700218200683594,,
249000,257.0,288.05,-0.03675246611237526,49800,197,1258,2.8752094294759445e-05,-0.013206720352172852,0.0007,49799,-7.704936504364014,,
249500,257.0,290.27,-0.13142696022987366,49900,197,1260,0.0003293527406640351,0.0,0.0007,49899,-7.702917575836182,,
250000,,,-0.006227870937436819,,,,7.951278462314804e-07,-0.02965080738067627,0.0007,49999,-7.70495080947876,257.0,0.0
250000,257.0,291.02,,50000,197,1266,,,,,,,
250500,257.0,293.0,474.2424011230469,50100,197,1268,5896.66455078125,-1417.1253662109375,0.0007,50099,-7.702243328094482,,
251000,257.0,289.2,-511.9841003417969,50200,197,1270,4497.92431640625,0.0,0.0007,50199,-7.707543849945068,,
251500,257.0,288.38,598.0763549804688,50300,197,1272,8120.8203125,-797.6077270507812,0.0007,50299,-7.703553676605225,,
252000,257.0,290.4,-0.1495410054922104,50400,197,1273,0.00046644601388834417,0.053871870040893555,0.0007,50399,-7.703619480133057,,
252500,,,277.8265075683594,,,,1768.744140625,-14.380948066711426,0.0007,50499,-7.705030918121338,257.0,0.0
252500,257.0,295.27,,50500,197,1278,,,,,,,
253000,257.0,296.94,78.39884185791016,50600,197,1280,267.7530822753906,-3.5945425033569336,0.0007,50599,-7.702150821685791,,
253500,257.0,302.55,-0.12885041534900665,50700,197,1282,0.00034673543996177614,-4.5418739318847656e-05,0.0007,50699,-7.6879448890686035,,
254000,257.0,306.4,-0.08010554313659668,50800,197,1284,0.00012465739564504474,-0.0004025697708129883,0.0007,50799,-7.688676357269287,,
254500,257.0,301.6,148.9972381591797,50900,197,1286,478.29962158203125,0.0,0.0007,50899,-7.687695503234863,,
255000,,,-0.06276430189609528,,,,8.365097892237827e-05,0.004449784755706787,0.0007,50999,-7.684772491455078,257.0,0.0
255000,257.0,308.13,,51000,197,1292,,,,,,,
255500,257.0,309.34,9.515039443969727,51100,197,1293,2.673996686935425,0.13652431964874268,0.0007,51099,-7.6845293045043945,,
256000,257.0,304.71,-0.03516508266329765,51200,197,1295,2.550558201619424e-05,0.06810063123703003,0.0007,51199,-7.691766262054443,,
256500,257.0,305.98,-0.07276563346385956,51300,197,1297,0.00010948815906886011,-6.127357482910156e-05,0.0007,51299,-7.692704677581787,,
257000,257.0,305.24,-0.04233645275235176,51400,197,1299,4.013056241092272e-05,0.1755046248435974,0.0007,51399,-7.694616794586182,,
257500,,,-0.058274030685424805,,,,6.773873610654846e-05,-0.00946950912475586,0.0007,51499,-7.69196081161499,257.0,0.0
257500,257.0,304.03,,51500,197,1304,,,,,,,
258000,257.0,302.95,-0.04636204242706299,51600,197,1306,4.176649235887453e-05,0.03549009561538696,0.0007,51599,-7.69463586807251,,
258500,257.0,301.66,857.2024536132812,51700,197,1308,15302.2177734375,-1393.030029296875,0.0007,51699,-7.690152168273926,,
259000,257.0,310.3,-0.10761940479278564,51800,197,1310,0.00023673528630752116,-0.07182562351226807,0.0007,51799,-7.636277198791504,,
259500,257.0,308.86,-0.10503526777029037,51900,197,1312,0.00024345298879779875,0.0017696619033813477,0.0007,51899,-7.642247200012207,,
260000,,,-0.17337335646152496,,,,0.0005811184528283775,-0.22676610946655273,0.0007,51999,-7.616981029510498,257.0,0.0
260000,257.0,314.94,,52000,197,1318,,,,,,,
260500,257.0,313.69,-0.03340615704655647,52100,197,1319,2.3427443011314608e-05,0.01650327444076538,0.0007,52099,-7.64257287979126,,
261000,257.0,316.58,-0.06923571974039078,52200,197,1321,0.0001002196004264988,6.288290023803711e-05,0.0007,52199,-7.611062526702881,,
261500,257.0,316.73,-0.1312064379453659,52300,197,1323,0.0003454526304267347,0.002583146095275879,0.0007,52299,-7.61224889755249,,
262000,257.0,319.86,-0.07267243415117264,52400,197,1325,0.00010354023106629029,0.0014477372169494629,0.0007,52399,-7.660851955413818,,
262500,,,-0.1312585473060608,,,,0.0003336176450829953,-0.04056727886199951,0.0007,52499,-7.649430751800537,257.0,0.0
262500,257.0,319.05,,52500,197,1330,,,,,,,
263000,257.0,319.22,-0.045754000544548035,52600,197,1332,4.139977681916207e-05,-0.5606586933135986,0.0007,52599,-7.667488098144531,,
263500,257.0,316.95,-0.013241824693977833,52700,197,1333,3.9209403439599555e-06,-1.5622003078460693,0.0007,52699,-7.692315578460693,,
264000,257.0,311.89,75.19815063476562,52800,197,1335,126.06609344482422,-1.543259620666504,0.0007,52799,-7.689813137054443,,
264500,257.0,312.83,2.7852964401245117,52900,197,1337,0.3860960602760315,-0.11529004573822021,0.0007,52899,-7.686924934387207,,
265000,,,-0.053991008549928665,,,,5.816506381961517e-05,0.006071507930755615,0.0007,52999,-7.695500373840332,257.0,0.0
265000,257.0,304.85,,53000,197,1343,,,,,,,
265500,257.0,306.83,-479.91632080078125,53100,197,1345,6545.83544921875,-4537.013671875,0.0007,53099,-7.685025691986084,,
266000,257.0,308.86,-0.07542097568511963,53200,197,1346,0.00011912191257579252,0.21887677907943726,0.0007,53199,-7.694073677062988,,
266500,257.0,310.68,-0.055118389427661896,53300,197,1348,6.525452772621065e-05,-0.06968438625335693,0.0007,53299,-7.704909801483154,,
267000,257.0,311.48,-0.13628078997135162,53400,197,1350,0.00034119602059945464,0.23549681901931763,0.0007,53399,-7.70159387588501,,
267500,,,119.44905853271484,,,,311.085693359375,-0.3985098600387573,0.0007,53499,-7.679049968719482,257.0,0.0
267500,257.0,310.84,,53500,197,1354,,,,,,,
268000,257.0,310.31,5.006080150604248,53600,197,1356,1.2887290716171265,-1.2552509307861328,0.0007,53599,-7.667981147766113,,
268500,257.0,308.35,988.04052734375,53700,197,1358,16261.4501953125,-2.396106719970703e-05,0.0007,53699,-7.689834117889404,,
269000,257.0,310.73,-0.06917530298233032,53800,197,1359,9.915961709339172e-05,-0.010708332061767578,0.0007,53799,-7.700669288635254,,
269500,257.0,307.64,325.8907775878906,53900,197,1361,4742.10595703125,-360.4877014160156,0.0007,53899,-7.702888488769531,,
270000,,,190.6979217529297,,,,727.2489624023438,-0.0030825138092041016,0.0007,53999,-7.698535919189453,257.0,0.0
270000,257.0,312.83,,54000,197,1365,,,,,,,
270500,257.0,310.78,-0.05964694172143936,54100,197,1367,7.334977271966636e-05,0.027813255786895752,0.0007,54099,-7.707019329071045,,
271000,257.0,309.82,-568.4912719726562,54200,197,1369,8845.5576171875,-634.1968383789062,0.0007,54199,-7.709598064422607,,
271500,257.0,305.05,-0.052427954971790314,54300,198,1371,5.715971565223299e-05,-0.0006728172302246094,0.0007,54299,-7.7096381187438965,,
272000,257.0,308.25,450.1230163574219,54400,198,1372,7691.20556640625,-151.02597045898438,0.0007,54399,-7.698159694671631,,
272500,,,52.346717834472656,,,,58.83232498168945,-3.5280117988586426,0.0007,54499,-7.704635143280029,257.0,0.0
272500,257.0,303.8,,54500,197,1378,,,,,,,
273000,257.0,304.87,-0.9323059320449829,54600,197,1379,90.43148040771484,-2.0011303424835205,0.0007,54599,-7.7046356201171875,,
273500,257.0,302.92,396.4808044433594,54700,197,1381,4735.39306640625,-1043.2259521484375,0.0007,54699,-7.704335689544678,,
274000,257.0,302.44,153.7442626953125,54800,198,1383,482.444091796875,-0.015018463134765625,0.0007,54799,-7.696475505828857,,
274500,257.0,308.76,-0.04067591577768326,54900,198,1385,3.35503245878499e-05,-0.0004955530166625977,0.0007,54899,-7.704263210296631,,
275000,,,-0.057169508188962936,,,,6.668766582151875e-05,0.0008170604705810547,0.0007,54999,-7.702253818511963,257.0,0.0
275000,257.0,310.7,,55000,197,1391,,,,,,,
275500,257.0,312.19,-0.079373799264431,55100,197,1393,0.00012929632794111967,0.00011175870895385742,0.0007,55099,-7.700711250305176,,
276000,257.0,311.83,-0.05526977404952049,55200,197,1394,6.117112206993625e-05,0.0002453923225402832,0.0007,55199,-7.703893184661865,,
276500,257.0,307.32,-0.03445190563797951,55300,197,1396,2.353539275645744e-05,0.11649906635284424,0.0007,55299,-7.706521511077881,,
277000,257.0,308.84,-0.11377258598804474,55400,198,1398,0.0002649968082550913,0.01689004898071289,0.0007,55399,-7.703404426574707,,
277500,,,206.8592071533203,,,,827.7400512695312,-3.5203518867492676,0.0007,55499,-7.696258068084717,257.0,0.0
277500,257.0,309.44,,55500,197,1404,,,,,,,
278000,257.0,309.59,-0.04972389340400696,55600,197,1406,5.120986679685302e-05,-8.988380432128906e-05,0.0007,55599,-7.702857971191406,,
278500,257.0,304.58,-0.018080171197652817,55700,197,1408,6.749526164639974e-06,0.028454482555389404,0.0007,55699,-7.704555511474609,,
279000,257.0,306.47,-0.04625433683395386,55800,197,1409,4.401813566801138e-05,0.12490594387054443,0.0007,55799,-7.703301429748535,,
279500,257.0,309.58,-0.04403134807944298,55900,197,1411,3.952695624320768e-05,0.09484541416168213,0.0007,55899,-7.705422878265381,,
280000,,,-662.1820678710938,,,,7527.55322265625,-2.4014995098114014,0.0007,55999,-7.703007698059082,257.0,0.0
280000,257.0,306.52,,56000,197,1417,,,,,,,
280500,257.0,305.96,13.645256042480469,56100,197,1419,3.6470208168029785,-2.6857190132141113,0.0007,56099,-7.705094814300537,,
281000,257.0,303.27,-0.12084934860467911,56200,197,1421,0.00030337084899656475,-0.4678535461425781,0.0007,56199,-7.704784393310547,,
281500,257.0,297.46,-0.1112026795744896,56300,197,1422,0.00025090284179896116,-0.0006867647171020508,0.0007,56299,-7.705417633056641,,
282000,257.0,302.45,-87.4502182006836,56400,197,1424,362.3701171875,-2.8557093143463135,0.0007,56399,-7.706128120422363,,
282500,,,-0.12877832353115082,,,,0.00034070046967826784,-0.0002073049545288086,0.0007,56499,-7.699423313140869,257.0,0.0
282500,257.0,302.03,,56500,197,1430,,,,,,,
283000,257.0,305.31,-0.028466302901506424,56600,197,1432,1.71943520399509e-05,-0.009988665580749512,0.0007,56599,-7.697645664215088,,
283500,257.0,308.69,-993.2561645507812,56700,197,1434,16951.498046875,0.37698858976364136,0.0007,56699,-7.69775390625,,
284000,257.0,316.07,-0.06787516176700592,56800,197,1436,9.403137664776295e-05,0.0,0.0007,56799,-7.695260524749756,,
284500,257.0,318.14,-0.13844159245491028,56900,197,1437,0.0003942085022572428,0.0,0.0007,56899,-7.695802211761475,,
285000,,,1.1038262844085693,,,,0.21173010766506195,-0.20087409019470215,0.0007,56999,-7.705746650695801,257.0,0.0
285000,257.0,319.35,,57000,197,1443,,,,,,,
285500,257.0,320.62,371.8713073730469,57100,197,1444,3645.53955078125,-764.6765747070312,0.0007,57099,-7.700502872467041,,
286000,257.0,322.75,-352.07135009765625,57200,197,1446,3771.236328125,-458.2814025878906,0.0007,57199,-7.703647613525391,,
286500,257.0,321.78,-0.09273884445428848,57300,197,1448,0.0001808044034987688,0.0,0.0007,57299,-7.7069244384765625,,
287000,257.0,315.07,-0.0710170641541481,57400,197,1450,0.00011009965237462893,0.0,0.0007,57399,-7.702078342437744,,
287500,,,-0.08085551112890244,,,,0.0001313416287302971,0.00016742944717407227,0.0007,57499,-7.703548431396484,257.0,0.0
287500,257.0,317.86,,57500,197,1455,,,,,,,
288000,257.0,320.47,-621.47216796875,57600,197,1457,8728.8232421875,-45.011688232421875,0.0007,57599,-7.691355228424072,,
288500,257.0,319.52,-0.045969218015670776,57700,197,1459,4.0170772990677506e-05,-2.7418136596679688e-06,0.0007,57699,-7.699032783508301,,
289000,257.0,311.58,-0.02178993634879589,57800,197,1461,1.0248388207401149e-05,0.00040477514266967773,0.0007,57799,-7.701625347137451,,
289500,257.0,305.48,-0.033943068236112595,57900,197,1463,2.3651115043321624e-05,0.0,0.0007,57899,-7.70515775680542,,
290000,,,-0.05733715370297432,,,,6.569405377376825e-05,-0.00012087821960449219,0.0007,57999,-7.707126140594482,257.0,0.0
290000,257.0,306.14,,58000,197,1468,,,,,,,
290500,257.0,311.42,20.6280460357666,58100,197,1469,99.57041931152344,-0.3739597797393799,0.0007,58099,-7.711535930633545,,
291000,257.0,316.39,-595.3114013671875,58200,197,1471,10035.390625,-128.63121032714844,0.0007,58199,-7.708288669586182,,
291500,257.0,329.42,-35.00871276855469,58300,197,1473,97.00625610351562,-547035.625,0.0007,58299,-7.689652919769287,,
292000,257.0,329.17,3.9196338653564453,58400,197,1475,0.5182178616523743,-0.023037314414978027,0.0007,58399,-7.694851875305176,,
292500,,,-0.10683245956897736,,,,0.00035165564622730017,-7.226560592651367,0.0007,58499,-7.692885875701904,257.0,0.0
292500,257.0,323.8,,58500,197,1481,,,,,,,
293000,257.0,326.01,890.6594848632812,58600,197,1482,13676.2412109375,-44.628501892089844,0.0007,58599,-7.693663120269775,,
293500,257.0,323.87,-454.28369140625,58700,197,1484,3402.903076171875,0.17122256755828857,0.0007,58699,-7.694523811340332,,
294000,257.0,326.07,-0.028618304058909416,58800,197,1486,1.7469477825216018e-05,0.012007832527160645,0.0007,58799,-7.695580959320068,,
294500,257.0,328.35,228.7193603515625,58900,197,1488,1113.4915771484375,-1.1920928955078125e-07,0.0007,58899,-7.692387580871582,,
295000,,,-0.07654672861099243,,,,0.00016925610543694347,-8.137594223022461,0.0007,58999,-7.69625186920166,257.0,0.0
295000,257.0,326.76,,59000,197,1493,,,,,,,
295500,257.0,330.05,181.40989685058594,59100,197,1495,713.0267944335938,-1332.1356201171875,0.0007,59099,-7.701545715332031,,
296000,257.0,329.78,-0.07646790146827698,59200,197,1497,0.0001545330451335758,-2.6114578247070312,0.0007,59199,-7.7003960609436035,,
296500,257.0,330.45,3.8873162269592285,59300,197,1498,37.94312286376953,-29.369068145751953,0.0007,59299,-7.706017971038818,,
297000,257.0,331.06,0.8765544891357422,59400,197,1500,0.016270212829113007,-19.367101669311523,0.0007,59399,-7.692337989807129,,
297500,,,-0.052883364260196686,,,,6.0184662288520485e-05,0.010738551616668701,0.0007,59499,-7.6976141929626465,257.0,0.0
297500,257.0,342.27,,59500,197,1506,,,,,,,
298000,257.0,340.31,143.9571990966797,59600,197,1508,422.4224548339844,0.16930675506591797,0.0007,59599,-7.7022294998168945,,
298500,257.0,343.76,-0.05618791654706001,59700,197,1510,6.524295167764649e-05,-0.015513896942138672,0.0007,59699,-7.705417156219482,,
299000,257.0,346.74,-59.55573654174805,59800,197,1511,245.840087890625,-824.5848388671875,0.0007,59799,-7.702003479003906,,
299500,257.0,352.11,419.4609069824219,59900,197,1513,7193.2392578125,-7889.62255859375,0.0007,59899,-7.685256481170654,,
300000,,,-0.01765870489180088,,,,6.175082035042578e-06,0.0,0.0007,59999,-7.700328826904297,257.0,0.0
300000,257.0,349.6,,60000,197,1519,,,,,,,
300500,257.0,349.3,329.2829895019531,60100,197,1521,3684.73681640625,-253.89100646972656,0.0007,60099,-7.695068359375,,
301000,257.0,350.84,-154.46804809570312,60200,197,1523,2149.615234375,-25831211.0,0.0007,60199,-7.688930034637451,,
301500,257.0,352.79,-0.02924591861665249,60300,197,1525,1.7359323464916088e-05,0.0006131529808044434,0.0007,60299,-7.6933722496032715,,
302000,257.0,344.2,-0.05626220628619194,60400,197,1526,6.351721822284162e-05,0.07447808980941772,0.0007,60399,-7.699611663818359,,
302500,,,-0.037058115005493164,,,,3.075431959587149e-05,0.0,0.0007,60499,-7.688407897949219,257.0,0.0
302500,257.0,344.4,,60500,197,1532,,,,,,,
303000,257.0,344.77,-0.12479565292596817,60600,197,1534,0.0003347271995153278,-0.13414645195007324,0.0007,60599,-7.691684246063232,,
303500,257.0,344.76,-314.04937744140625,60700,197,1536,2998.91015625,-266.5533447265625,0.0007,60699,-7.694539546966553,,
304000,257.0,345.33,-201.80857849121094,60800,197,1538,3624.23095703125,-30686101.0,0.0007,60799,-7.691949367523193,,
304500,257.0,347.83,-441.31304931640625,60900,197,1539,3455.84765625,-4.982979774475098,0.0007,60899,-7.68603515625,,
305000,,,404.80596923828125,,,,5562.14599609375,-1400.9261474609375,0.0007,60999,-7.6912078857421875,257.0,0.0
305000,257.0,345.72,,61000,197,1546,,,,,,,
305500,257.0,343.97,-0.07509563118219376,61100,197,1547,0.00012241362128406763,-0.00011515617370605469,0.0007,61099,-7.691745281219482,,
306000,257.0,348.6,-242.14195251464844,61200,197,1549,1228.25146484375,-26.330564498901367,0.0007,61199,-7.692816257476807,,
306500,257.0,350.59,805.9986572265625,61300,197,1551,13895.8193359375,-808.6961059570312,0.0007,61299,-7.699380397796631,,
307000,257.0,349.86,-0.6520317196846008,61400,197,1553,9.689681053161621,-44.187583923339844,0.0007,61399,-7.6991729736328125,,
307500,,,-783.4229736328125,,,,11583.634765625,-11.250431060791016,0.0007,61499,-7.700142860412598,257.0,0.0
307500,257.0,350.72,,61500,197,1557,,,,,,,
308000,257.0,350.62,-149.4383544921875,61600,197,1559,1075.9110107421875,-4278.70068359375,0.0007,61599,-7.697889804840088,,
