time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,train/policy_loss,time/iterations,time/fps,time/time_elapsed,train/value_loss,train/explained_variance,train/learning_rate,train/n_updates,train/entropy_loss,eval/mean_ep_length,eval/mean_reward
572500,257.0,336.57,,114500,198,2882,,,,,,,
573000,257.0,334.55,-666.1451416015625,114600,198,2883,9277.796875,-81.12982177734375,0.0007,114599,-7.687478542327881,,
573500,257.0,335.98,-397.6028747558594,114700,198,2885,5866.77978515625,-292.39654541015625,0.0007,114699,-7.6922197341918945,,
574000,257.0,335.11,-0.02827093005180359,114800,198,2887,2.0809678972000256e-05,0.17588472366333008,0.0007,114799,-7.695474147796631,,
574500,257.0,332.34,-377.9513854980469,114900,198,2889,5974.53271484375,-250.66851806640625,0.0007,114899,-7.695804119110107,,
575000,,,-0.038109585642814636,,,,3.015652509930078e-05,0.004065334796905518,0.0007,114999,-7.697539806365967,257.0,0.0
575000,257.0,329.67,,115000,198,2894,,,,,,,
575500,257.0,327.52,-0.07963819801807404,115100,198,2895,0.00012989157403353602,0.0,0.0007,115099,-7.697063446044922,,
576000,257.0,330.07,-0.1249508187174797,115200,198,2897,0.00033191783586516976,-0.08044266700744629,0.0007,115199,-7.68200159072876,,
576500,257.0,331.44,244.50743103027344,115300,198,2899,1179.4683837890625,-0.37950682640075684,0.0007,115299,-7.674018859863281,,
577000,257.0,339.62,-120.8177490234375,115400,198,2901,885.4669799804688,-30.66656494140625,0.0007,115399,-7.678318977355957,,
577500,,,-0.07836224883794785,,,,0.00012589688412845135,0.052590787410736084,0.0007,115499,-7.668805122375488,257.0,0.0
577500,257.0,342.59,,115500,198,2907,,,,,,,
578000,257.0,344.32,201.51394653320312,115600,198,2908,893.3317260742188,0.0,0.0007,115599,-7.651278972625732,,
578500,257.0,350.06,273.9170837402344,115700,198,2910,4690.095703125,-9427.376953125,0.0007,115699,-7.6502580642700195,,
579000,257.0,351.53,282.5250549316406,115800,198,2912,1739.9537353515625,-12.90599250793457,0.0007,115799,-7.677205562591553,,
579500,257.0,353.15,-0.06219416484236717,115900,198,2914,7.868886314099655e-05,0.05029672384262085,0.0007,115899,-7.687083721160889,,
580000,,,-0.17217740416526794,,,,0.0006357206730172038,-0.7722189426422119,0.0007,115999,-7.691244602203369,257.0,0.0
580000,257.0,344.84,,116000,198,2920,,,,,,,
580500,257.0,345.89,-0.05707688257098198,116100,198,2921,6.980427860980853e-05,0.04315739870071411,0.0007,116099,-7.6949968338012695,,
581000,257.0,342.14,-0.039240848273038864,116200,198,2923,3.250765803386457e-05,-0.45633089542388916,0.0007,116199,-7.694890022277832,,
581500,257.0,338.33,-0.08920460194349289,116300,198,2925,0.00016403394693043083,-0.045268893241882324,0.0007,116299,-7.698131084442139,,
582000,257.0,336.72,240.4792022705078,116400,198,2927,1220.573486328125,1.1920928955078125e-07,0.0007,116399,-7.695331573486328,,
582500,,,670.3930053710938,,,,12856.09375,-450.414794921875,0.0007,116499,-7.695048809051514,257.0,0.0
582500,257.0,338.64,,116500,198,2933,,,,,,,
583000,257.0,340.5,-0.12596432864665985,116600,198,2935,0.0002862006949726492,0.06368327140808105,0.0007,116599,-7.69234037399292,,
583500,257.0,344.82,-183.255615234375,116700,198,2936,2831.872802734375,-85462759.0,0.0007,116699,-7.691689968109131,,
584000,257.0,344.31,801.20703125,116800,198,2938,13181.9716796875,-1299.31005859375,0.0007,116799,-7.692883491516113,,
584500,257.0,343.47,174.955322265625,116900,198,2940,633.0586547851562,0.0,0.0007,116899,-7.693017482757568,,
585000,,,-0.032093849033117294,,,,2.209196645708289e-05,-0.002040863037109375,0.0007,116999,-7.694480895996094,257.0,0.0
585000,257.0,339.26,,117000,198,2945,,,,,,,
585500,257.0,340.01,152.4975128173828,117100,198,2947,428.5478515625,-0.1503922939300537,0.0007,117099,-7.6974334716796875,,
586000,257.0,337.52,-899.5802612304688,117200,198,2949,14632.931640625,0.30237430334091187,0.0007,117199,-7.692648410797119,,
586500,257.0,339.17,119.3375473022461,117300,198,2950,301.40655517578125,-0.9009191989898682,0.0007,117299,-7.689825534820557,,
587000,257.0,339.7,-21.447324752807617,117400,198,2952,38.539451599121094,-716082.9375,0.0007,117399,-7.689362525939941,,
587500,,,-909.2673950195312,,,,13768.2783203125,-1.5568623542785645,0.0007,117499,-7.686384677886963,257.0,0.0
587500,257.0,339.35,,117500,198,2958,,,,,,,
588000,257.0,338.55,-35.920143127441406,117600,198,2960,39.92232894897461,0.4016738533973694,0.0007,117599,-7.688700199127197,,
588500,257.0,344.39,-669.5831909179688,117700,198,2962,9706.3251953125,-791.9745483398438,0.0007,117699,-7.6782732009887695,,
589000,257.0,334.24,405.89581298828125,117800,198,2964,6028.56494140625,-296.0922546386719,0.0007,117799,-7.675610542297363,,
589500,257.0,342.77,-0.07460726052522659,117900,198,2965,0.00038047475391067564,-17.232955932617188,0.0007,117899,-7.672542572021484,,
590000,,,-0.10238736122846603,,,,0.00024850075715221465,-2.449885606765747,0.0007,117999,-7.67535400390625,257.0,0.0
590000,257.0,353.37,,118000,198,2971,,,,,,,
590500,257.0,355.48,-0.09383871406316757,118100,198,2973,0.0002562926965765655,-0.5195505619049072,0.0007,118099,-7.665106296539307,,
591000,257.0,358.6,-0.0986904427409172,118200,198,2975,0.00019846214854624122,-0.12559151649475098,0.0007,118199,-7.674182415008545,,
591500,257.0,354.79,-0.07453253120183945,118300,198,2977,0.00013149950245860964,-2.3522884845733643,0.0007,118299,-7.686004638671875,,
592000,257.0,355.56,-0.03027711622416973,118400,198,2979,1.787340806913562e-05,0.015590667724609375,0.0007,118399,-7.689903259277344,,
592500,,,-0.03837745264172554,,,,2.9488577638403513e-05,0.007003724575042725,0.0007,118499,-7.69101095199585,257.0,0.0
592500,257.0,353.27,,118500,198,2984,,,,,,,
593000,257.0,351.9,124.30850982666016,118600,198,2985,328.231689453125,-0.7559117078781128,0.0007,118599,-7.695265293121338,,
593500,257.0,352.97,646.9509887695312,118700,198,2987,10345.087890625,-2841.95361328125,0.0007,118699,-7.697544097900391,,
594000,257.0,349.86,-0.08320420980453491,118800,198,2989,0.000155116111272946,0.011829853057861328,0.0007,118799,-7.697301387786865,,
594500,257.0,346.86,-72.5035400390625,118900,198,2991,2342.694091796875,-4883.3818359375,0.0007,118899,-7.695448398590088,,
595000,,,-0.06763249635696411,,,,0.00011050607281504199,-0.5029817819595337,0.0007,118999,-7.691021919250488,257.0,0.0
595000,257.0,350.19,,119000,198,2997,,,,,,,
595500,257.0,348.32,3.9196388721466064,119100,198,2999,5.5840325355529785,-7.53803825378418,0.0007,119099,-7.6996049880981445,,
596000,257.0,345.17,-0.017616091296076775,119200,198,3000,6.304560429271078e-06,0.4083261489868164,0.0007,119199,-7.701850891113281,,
596500,257.0,344.97,-0.03389674052596092,119300,198,3002,4.3465635826578364e-05,-9.643508911132812,0.0007,119299,-7.698521614074707,,
597000,257.0,344.82,-0.014606627635657787,119400,198,3004,5.209632035985123e-06,0.7241547703742981,0.0007,119399,-7.694154262542725,,
597500,,,64.86006927490234,,,,362.9855651855469,-31.68030548095703,0.0007,119499,-7.685054779052734,257.0,0.0
597500,257.0,336.8,,119500,198,3010,,,,,,,
598000,257.0,337.49,-0.054927706718444824,119600,198,3012,5.3960429795552045e-05,0.31061220169067383,0.0007,119599,-7.6934661865234375,,
598500,257.0,329.57,79.12627410888672,119700,198,3013,415.46807861328125,-67.58982849121094,0.0007,119699,-7.688088893890381,,
599000,257.0,325.44,-0.06389234215021133,119800,198,3015,8.118349796859547e-05,-12.908283233642578,0.0007,119799,-7.70242166519165,,
599500,257.0,321.56,365.1077880859375,119900,198,3017,6788.2626953125,-891.6280517578125,0.0007,119899,-7.703790187835693,,
600000,,,-0.07389465719461441,,,,0.00011223647743463516,0.0018122196197509766,0.0007,119999,-7.708812236785889,257.0,0.0
600000,257.0,317.54,,120000,198,3023,,,,,,,
600500,257.0,323.16,241.17332458496094,120100,198,3025,1699.8900146484375,-80.12773895263672,0.0007,120099,-7.694348335266113,,
601000,257.0,322.03,-179.90878295898438,120200,198,3026,2937.697265625,-2530.246337890625,0.0007,120199,-7.704423427581787,,
601500,257.0,318.08,-146.91551208496094,120300,198,3028,491.2904357910156,-1.4154975414276123,0.0007,120299,-7.696760654449463,,
602000,257.0,321.71,-0.06941372156143188,120400,198,3030,9.845048043644056e-05,-0.33176183700561523,0.0007,120399,-7.701423168182373,,
602500,,,-0.043071430176496506,,,,3.883361569023691e-05,0.001120924949645996,0.0007,120499,-7.6980791091918945,257.0,0.0
602500,257.0,318.45,,120500,198,3035,,,,,,,
603000,257.0,320.37,5.541320323944092,120600,198,3037,1.140480875968933,-0.017079591751098633,0.0007,120599,-7.699395656585693,,
603500,257.0,320.22,103.28511047363281,120700,198,3039,320.9951171875,-2.125828981399536,0.0007,120699,-7.694847106933594,,
604000,257.0,317.23,-18.06422233581543,120800,198,3040,39.428192138671875,-62.187713623046875,0.0007,120799,-7.705934047698975,,
604500,257.0,307.21,643.8001098632812,120900,198,3042,10698.7333984375,-814.3853759765625,0.0007,120899,-7.706448554992676,,
605000,,,201.4374542236328,,,,901.4773559570312,-2.2805957794189453,0.0007,120999,-7.702340602874756,257.0,0.0
605000,257.0,304.27,,121000,198,3048,,,,,,,
605500,257.0,303.7,-0.08720692247152328,121100,198,3050,0.00016131976735778153,0.0,0.0007,121099,-7.707045078277588,,
606000,257.0,295.88,-0.07047424465417862,121200,198,3052,0.00010691131319617853,-0.001110672950744629,0.0007,121199,-7.706215858459473,,
606500,257.0,298.95,170.3954620361328,121300,198,3054,521.5276489257812,-0.1761493682861328,0.0007,121299,-7.692138671875,,
607000,257.0,301.4,746.4826049804688,121400,198,3055,9555.4404296875,0.0,0.0007,121399,-7.695849895477295,,
607500,,,-839.5197143554688,,,,13058.3310546875,-8.4375638961792,0.0007,121499,-7.690100193023682,257.0,0.0
607500,257.0,300.88,,121500,198,3061,,,,,,,
608000,257.0,305.08,216.54092407226562,121600,198,3063,1034.2552490234375,0.0,0.0007,121599,-7.676336765289307,,
608500,257.0,306.51,421.8515625,121700,198,3065,3611.302490234375,-1315.8052978515625,0.0007,121699,-7.683114051818848,,
609000,257.0,311.96,-0.009717690758407116,121800,198,3067,1.9045779708903865e-06,-0.2912949323654175,0.0007,121799,-7.696189880371094,,
609500,257.0,312.59,-0.15519431233406067,121900,198,3068,0.0005385751719586551,-2.126971960067749,0.0007,121899,-7.6918625831604,,
610000,,,-0.09720022231340408,,,,0.00019565374532248825,-1.6559474468231201,0.0007,121999,-7.694728851318359,257.0,0.0
610000,257.0,313.81,,122000,198,3074,,,,,,,
610500,257.0,316.55,-580.5983276367188,122100,198,3076,7513.41259765625,-147.40567016601562,0.0007,122099,-7.672425746917725,,
611000,257.0,316.18,-103.5298843383789,122200,198,3078,1016.9597778320312,-3534.335693359375,0.0007,122199,-7.68697452545166,,
611500,257.0,316.96,-0.20869044959545135,122300,198,3080,0.0008652789401821792,-11.937307357788086,0.0007,122299,-7.690196514129639,,
612000,257.0,315.58,586.1873168945312,122400,198,3081,7593.42578125,-1304.2845458984375,0.0007,122399,-7.692840099334717,,
612500,,,-0.08858302980661392,,,,0.0001561720564495772,0.0,0.0007,122499,-7.6918792724609375,257.0,0.0
612500,257.0,314.73,,122500,198,3087,,,,,,,
613000,257.0,315.56,-0.10511598736047745,122600,198,3089,0.00020988681353628635,-0.0067021846771240234,0.0007,122599,-7.693559169769287,,
613500,257.0,314.64,242.52891540527344,122700,198,3091,995.9959106445312,-0.25289618968963623,0.0007,122699,-7.692971706390381,,
614000,257.0,313.53,-0.0784667357802391,122800,198,3092,0.00013533586752600968,5.066394805908203e-06,0.0007,122799,-7.6926164627075195,,
614500,257.0,314.45,-0.15004968643188477,122900,198,3094,0.0004915911122225225,-60.16908645629883,0.0007,122899,-7.6941237449646,,
615000,,,-0.07337205111980438,,,,0.00010765640035970137,-0.10494256019592285,0.0007,122999,-7.693718910217285,257.0,0.0
615000,257.0,321.22,,123000,198,3100,,,,,,,
615500,257.0,323.91,-0.11294733732938766,123100,198,3102,0.0002605701156426221,0.004389405250549316,0.0007,123099,-7.688251495361328,,
616000,257.0,326.9,318.2468566894531,123200,198,3104,2166.22607421875,-0.9590116739273071,0.0007,123199,-7.674505710601807,,
616500,257.0,326.46,-0.041270770132541656,123300,198,3105,3.391968130017631e-05,0.0,0.0007,123299,-7.689681529998779,,
617000,257.0,322.74,-0.06879084557294846,123400,198,3107,9.611287532607093e-05,0.04006534814834595,0.0007,123399,-7.689523220062256,,
617500,,,418.8868103027344,,,,4751.77294921875,-39.76662826538086,0.0007,123499,-7.679443359375,257.0,0.0
617500,257.0,318.46,,123500,198,3113,,,,,,,
618000,257.0,315.86,5.474494457244873,123600,198,3115,1.0575031042099,0.024769484996795654,0.0007,123599,-7.688134670257568,,
618500,257.0,314.88,-1.5973519086837769,123700,198,3117,0.08613905310630798,-821.8232421875,0.0007,123699,-7.681758403778076,,
619000,257.0,314.42,-249.3207550048828,123800,198,3118,2591.134521484375,-610.4278564453125,0.0007,123799,-7.681514263153076,,
619500,257.0,320.29,-0.07210109382867813,123900,198,3120,0.00011354434536769986,6.026029586791992e-05,0.0007,123899,-7.693747043609619,,
620000,,,-161.4034423828125,,,,1127.7314453125,-916.7296752929688,0.0007,123999,-7.685013771057129,257.0,0.0
620000,257.0,314.45,,124000,198,3125,,,,,,,
620500,257.0,313.06,-0.07552829384803772,124100,198,3127,0.00011290571274003014,-3.0517578125e-05,0.0007,124099,-7.6943359375,,
621000,257.0,316.35,-0.0937010869383812,124200,198,3129,0.0001993233890971169,-4.408530235290527,0.0007,124199,-7.693744659423828,,
621500,257.0,315.05,-0.06252557039260864,124300,198,3130,7.927019760245457e-05,-0.00031828880310058594,0.0007,124299,-7.699483394622803,,
622000,257.0,312.81,-125.2913818359375,124400,198,3132,1239.9439697265625,-83.3404769897461,0.0007,124399,-7.692138671875,,
622500,,,-0.09625913202762604,,,,0.00021999205637257546,0.08819007873535156,0.0007,124499,-7.699921607971191,257.0,0.0
622500,257.0,312.44,,124500,198,3137,,,,,,,
623000,257.0,309.27,-8.775609016418457,124600,198,3139,2.6627073287963867,0.01031351089477539,0.0007,124599,-7.686729431152344,,
623500,257.0,316.27,-0.08162871748209,124700,198,3141,0.0001354283158434555,-0.0003299713134765625,0.0007,124699,-7.690089702606201,,
624000,257.0,316.41,-23.077783584594727,124800,198,3142,1318.480712890625,-280.9698791503906,0.0007,124799,-7.690631866455078,,
624500,257.0,313.74,-133.9924774169922,124900,198,3144,1547.5640869140625,-230541439.0,0.0007,124899,-7.698540687561035,,
625000,,,-0.09582874923944473,,,,0.00021557160653173923,-1.5159246921539307,0.0007,124999,-7.69275426864624,257.0,0.0
625000,257.0,309.96,,125000,198,3150,,,,,,,
625500,257.0,309.24,-0.052427973598241806,125100,198,3152,5.400889858719893e-05,0.06521868705749512,0.0007,125099,-7.696277141571045,,
626000,257.0,307.36,-113.42388916015625,125200,198,3154,1280.1463623046875,-165.06883239746094,0.0007,125199,-7.692990779876709,,
626500,257.0,313.03,-0.028096390888094902,125300,198,3155,1.7521699192002416e-05,-1.1728227138519287,0.0007,125299,-7.69708251953125,,
627000,257.0,313.1,-0.021911606192588806,125400,198,3157,3.630414357758127e-05,0.41664838790893555,0.0007,125399,-7.69630765914917,,
627500,,,-0.03803684934973717,,,,2.9911287128925323e-05,0.0,0.0007,125499,-7.6956682205200195,257.0,0.0
627500,257.0,316.53,,125500,198,3163,,,,,,,
628000,257.0,315.77,-0.04402628540992737,125600,198,3165,3.971749538322911e-05,0.0,0.0007,125599,-7.698543071746826,,
628500,257.0,315.46,243.9113006591797,125700,198,3167,967.0953369140625,-0.001713395118713379,0.0007,125699,-7.697993755340576,,
629000,257.0,318.33,-0.0380316823720932,125800,198,3168,3.771256160689518e-05,-0.6289253234863281,0.0007,125799,-7.701460361480713,,
629500,257.0,313.88,9.473703384399414,125900,198,3170,1.7159637212753296,-0.059766411781311035,0.0007,125899,-7.704318523406982,,
630000,,,-0.06363551318645477,,,,8.20694476715289e-05,-3.337860107421875e-05,0.0007,125999,-7.703010559082031,257.0,0.0
630000,257.0,315.9,,126000,198,3174,,,,,,,
630500,257.0,315.58,-0.04196352884173393,126100,198,3176,3.639356873463839e-05,0.00127333402633667,0.0007,126099,-7.702588081359863,,
631000,257.0,312.86,346.05206298828125,126200,198,3178,2716.987060546875,-1591.245361328125,0.0007,126199,-7.702507019042969,,
631500,257.0,310.81,-0.03681362792849541,126300,198,3179,2.7160012905369513e-05,0.5522057414054871,0.0007,126299,-7.705284118652344,,
632000,257.0,312.12,-0.07423818111419678,126400,198,3181,0.00010650118201738223,-0.02476978302001953,0.0007,126399,-7.698528289794922,,
632500,,,-0.04489285126328468,,,,3.9213609852595255e-05,0.00010156631469726562,0.0007,126499,-7.702551364898682,257.0,0.0
632500,257.0,314.83,,126500,198,3187,,,,,,,
633000,257.0,316.71,-311.125244140625,126600,198,3189,2852.154541015625,-34.99808883666992,0.0007,126599,-7.695667266845703,,
633500,257.0,315.8,-0.058576714247465134,126700,198,3191,7.107597048161551e-05,0.0005308985710144043,0.0007,126699,-7.7057013511657715,,
634000,257.0,319.07,-0.026984483003616333,126800,198,3192,1.5365354556706734e-05,0.0003274679183959961,0.0007,126799,-7.70150899887085,,
634500,257.0,315.4,-0.018727604299783707,126900,198,3194,6.879227385070408e-06,0.0001252889633178711,0.0007,126899,-7.697154998779297,,
635000,,,-97.50462341308594,,,,793.7494506835938,-1019.44873046875,0.0007,126999,-7.689872741699219,257.0,0.0
635000,257.0,318.07,,127000,198,3199,,,,,,,
635500,257.0,316.92,-0.06209102272987366,127100,198,3201,7.425884541589767e-05,-0.00011134147644042969,0.0007,127099,-7.70149564743042,,
636000,257.0,308.29,-0.11348998546600342,127200,198,3203,0.000267263239948079,0.026333272457122803,0.0007,127199,-7.697070598602295,,
636500,257.0,307.75,-0.03263748064637184,127300,198,3205,1.8112366888090037e-05,-0.14250588417053223,0.0007,127299,-7.704837322235107,,
637000,257.0,306.56,384.82635498046875,127400,198,3206,2709.165283203125,-1.2352609634399414,0.0007,127399,-7.692193508148193,,
637500,,,0.0066446298733353615,,,,1.938741661433596e-05,-32.35898971557617,0.0007,127499,-7.708477973937988,257.0,0.0
637500,257.0,309.96,,127500,198,3212,,,,,,,
638000,257.0,306.89,-589.048095703125,127600,198,3214,7698.8681640625,-147.75473022460938,0.0007,127599,-7.694850444793701,,
638500,257.0,308.13,-0.07228755950927734,127700,198,3215,9.847886394709349e-05,-0.7409197092056274,0.0007,127699,-7.703413486480713,,
639000,257.0,308.35,81.12677764892578,127800,198,3217,251.03221130371094,-186.03152465820312,0.0007,127799,-7.703036785125732,,
639500,257.0,310.6,-176.4228057861328,127900,198,3219,1586.0692138671875,-685.0145874023438,0.0007,127899,-7.6947021484375,,
640000,,,-0.15863947570323944,,,,0.0005184888141229749,0.0004773736000061035,0.0007,127999,-7.6959228515625,257.0,0.0
640000,257.0,311.12,,128000,198,3224,,,,,,,
640500,257.0,307.69,-0.07778419554233551,128100,198,3226,0.0001234837545780465,-1.1920928955078125e-07,0.0007,128099,-7.703341007232666,,
641000,257.0,308.58,-0.04003359004855156,128200,198,3228,3.456381455180235e-05,0.0,0.0007,128199,-7.700140476226807,,
641500,257.0,315.26,-0.05832193046808243,128300,198,3229,6.814946391386911e-05,5.960464477539063e-08,0.0007,128299,-7.702233791351318,,
642000,257.0,313.83,-0.06811235845088959,128400,198,3231,9.37997319852002e-05,0.0002650618553161621,0.0007,128399,-7.697401523590088,,
642500,,,-0.03489336371421814,,,,2.6371440981165506e-05,-0.0014867782592773438,0.0007,128499,-7.69873046875,257.0,0.0
642500,257.0,308.92,,128500,198,3237,,,,,,,
643000,257.0,303.15,-0.1105424165725708,128600,198,3239,0.0002523211296647787,0.0,0.0007,128599,-7.6972198486328125,,
643500,257.0,304.08,-0.0458236038684845,128700,198,3241,4.341122257756069e-05,0.0,0.0007,128699,-7.69699239730835,,
644000,257.0,293.88,-0.0359424389898777,128800,198,3242,2.5697894670884125e-05,-2.6226043701171875e-06,0.0007,128799,-7.70315408706665,,
644500,257.0,300.68,-0.038815937936306,128900,198,3244,3.0606250220444053e-05,0.0,0.0007,128899,-7.702682018280029,,
645000,,,-0.06663484871387482,,,,9.362877608509734e-05,-0.0002627372741699219,0.0007,128999,-7.705159664154053,257.0,0.0
645000,257.0,300.61,,129000,198,3250,,,,,,,
645500,257.0,295.39,-0.07096975296735764,129100,198,3252,9.824166045291349e-05,-0.0005518198013305664,0.0007,129099,-7.702357769012451,,
646000,257.0,294.37,-0.13426759839057922,129200,198,3254,0.0003947457007598132,-0.3943270444869995,0.0007,129199,-7.699656963348389,,
646500,257.0,290.33,-0.046392325311899185,129300,198,3255,4.358460500952788e-05,0.0,0.0007,129299,-7.700977325439453,,
647000,257.0,291.96,127.69658660888672,129400,198,3257,330.9390563964844,-3.3921289443969727,0.0007,129399,-7.6846923828125,,
647500,,,-0.0007460519555024803,,,,3.0191344194463454e-05,-3.4620957374572754,0.0007,129499,-7.699131965637207,257.0,0.0
647500,257.0,293.09,,129500,198,3263,,,,,,,
648000,257.0,293.46,-153.1729278564453,129600,198,3265,1529.6473388671875,-1814.12646484375,0.0007,129599,-7.689629554748535,,
648500,257.0,298.41,-0.06215251609683037,129700,198,3267,7.98879555077292e-05,-1.1920928955078125e-07,0.0007,129699,-7.699779510498047,,
649000,257.0,298.15,-0.06127886846661568,129800,198,3268,8.158865239238366e-05,-0.006138324737548828,0.0007,129799,-7.697301387786865,,
649500,257.0,301.45,-0.04472237825393677,129900,198,3270,4.001350316684693e-05,0.028072237968444824,0.0007,129899,-7.703620910644531,,
650000,,,154.32664489746094,,,,486.5534362792969,-4.76837158203125e-07,0.0007,129999,-7.678836345672607,257.0,0.0
650000,257.0,297.32,,130000,198,3276,,,,,,,
650500,257.0,296.47,136.6291046142578,130100,198,3278,837.8772583007812,-32.6842041015625,0.0007,130099,-7.67732572555542,,
651000,257.0,291.5,-0.05632559210062027,130200,198,3280,6.255128391785547e-05,-1.1920928955078125e-07,0.0007,130199,-7.7061076164245605,,
651500,257.0,291.34,-0.0323917381465435,130300,198,3281,2.2277021344052628e-05,-0.00026929378509521484,0.0007,130299,-7.704738140106201,,
652000,257.0,292.39,-0.10438883304595947,130400,198,3283,0.00020441824744921178,0.0,0.0007,130399,-7.702555179595947,,
652500,,,804.3876953125,,,,11573.5615234375,-523.3468627929688,0.0007,130499,-7.695234775543213,257.0,0.0
652500,257.0,295.97,,130500,198,3289,,,,,,,
653000,257.0,294.61,-0.10360395908355713,130600,198,3291,0.00024060344730969518,-1.1910839080810547,0.0007,130599,-7.701089382171631,,
653500,257.0,297.04,-0.028305798768997192,130700,198,3293,1.3897748431190848e-05,0.6785376965999603,0.0007,130699,-7.700517177581787,,
654000,257.0,291.27,-0.3021453320980072,130800,198,3294,0.004022771026939154,-45.4285774230957,0.0007,130799,-7.699819087982178,,
654500,257.0,293.83,-0.06219581887125969,130900,198,3296,7.46070290915668e-05,0.05665302276611328,0.0007,130899,-7.70180606842041,,
655000,,,-0.08361338824033737,,,,0.0001502198720118031,-0.2114555835723877,0.0007,130999,-7.7024827003479,257.0,0.0
655000,257.0,292.81,,131000,198,3302,,,,,,,
655500,257.0,293.85,-0.12058752775192261,131100,198,3304,0.00029823329532518983,-0.00040590763092041016,0.0007,131099,-7.70080041885376,,
656000,257.0,296.79,-0.048339296132326126,131200,198,3306,4.999358134227805e-05,0.10179585218429565,0.0007,131199,-7.703549385070801,,
656500,257.0,295.59,-0.05801920220255852,131300,198,3307,6.445495819207281e-05,-0.0008386373519897461,0.0007,131299,-7.698904514312744,,
657000,257.0,298.14,-0.04517080634832382,131400,198,3309,4.395822179503739e-05,-2.3391458988189697,0.0007,131399,-7.695562839508057,,
657500,,,104.13043212890625,,,,246.3769989013672,-8.113228797912598,0.0007,131499,-7.677158355712891,257.0,0.0
657500,257.0,296.5,,131500,198,3315,,,,,,,
658000,257.0,293.42,-0.15952400863170624,131600,198,3317,0.00043918375740759075,-6.341934204101562e-05,0.0007,131599,-7.698133945465088,,
658500,257.0,299.74,-0.04218485578894615,131700,198,3319,3.706686766236089e-05,-0.6552358865737915,0.0007,131699,-7.700969696044922,,
659000,257.0,302.37,-12.013762474060059,131800,198,3320,10.872466087341309,-464286.53125,0.0007,131799,-7.69683837890625,,
659500,257.0,304.07,-0.18232840299606323,131900,198,3322,0.0005887222359888256,0.266160786151886,0.0007,131899,-7.700094699859619,,
660000,,,-0.15655051171779633,,,,0.0005575654213316739,-0.36571717262268066,0.0007,131999,-7.69643497467041,257.0,0.0
660000,257.0,305.08,,132000,198,3328,,,,,,,
660500,257.0,307.01,-0.10308648645877838,132100,198,3330,0.00022025856014806777,0.001571953296661377,0.0007,132099,-7.695396423339844,,
661000,257.0,308.76,201.3953399658203,132200,198,3332,1823.3687744140625,-2505.80224609375,0.0007,132199,-7.690055847167969,,
661500,257.0,306.49,-226.92076110839844,132300,198,3333,2090.907958984375,-818.3297729492188,0.0007,132299,-7.6904497146606445,,
662000,257.0,304.38,199.81846618652344,132400,198,3335,681.1716918945312,-0.00023818016052246094,0.0007,132399,-7.682435035705566,,
662500,,,-0.2322486937046051,,,,0.0011549046030268073,-0.8647313117980957,0.0007,132499,-7.672771453857422,257.0,0.0
662500,257.0,311.25,,132500,198,3340,,,,,,,
663000,257.0,309.22,-469.213623046875,132600,198,3342,5351.59326171875,-16.266002655029297,0.0007,132599,-7.675824165344238,,
663500,257.0,310.17,253.98753356933594,132700,198,3344,1466.7625732421875,-85.81230163574219,0.0007,132699,-7.679618835449219,,
664000,257.0,307.66,-97.1161117553711,132800,198,3346,390.6577453613281,-8.45103645324707,0.0007,132799,-7.680063724517822,,
664500,257.0,311.85,-0.08146645128726959,132900,198,3347,0.0001360381575068459,0.0,0.0007,132899,-7.6818389892578125,,
665000,,,-0.03531033173203468,,,,2.4204442524933256e-05,0.1776253581047058,0.0007,132999,-7.684378147125244,257.0,0.0
665000,257.0,308.15,,133000,198,3353,,,,,,,
665500,257.0,311.7,-0.1027589663863182,133100,198,3355,0.00021004746668040752,0.0650557279586792,0.0007,133099,-7.682397365570068,,
666000,257.0,307.22,-164.81979370117188,133200,198,3357,2383.6181640625,-22453699.0,0.0007,133199,-7.67763090133667,,
666500,257.0,308.97,-0.08951383084058762,133300,198,3359,0.0001619906979613006,0.28813862800598145,0.0007,133299,-7.68319845199585,,
667000,257.0,306.05,549.431884765625,133400,198,3361,7169.86865234375,-2365.013427734375,0.0007,133399,-7.684345245361328,,
667500,,,-0.07039442658424377,,,,0.00010035052400780842,-0.9929550886154175,0.0007,133499,-7.6954264640808105,257.0,0.0
667500,257.0,310.25,,133500,198,3366,,,,,,,
668000,257.0,313.33,-0.10632693767547607,133600,198,3368,0.0002479290997143835,-0.31833457946777344,0.0007,133599,-7.691420078277588,,
668500,257.0,314.47,-0.04480978846549988,133700,198,3370,4.057137266499922e-05,0.0008993744850158691,0.0007,133699,-7.689021587371826,,
669000,257.0,306.34,568.6083374023438,133800,198,3372,8190.54052734375,-1832.97314453125,0.0007,133799,-7.689053535461426,,
669500,257.0,312.8,175.8881072998047,133900,198,3373,667.3900756835938,-1.1920928955078125e-07,0.0007,133899,-7.685960292816162,,
670000,,,-0.01208417396992445,,,,2.2582582460017875e-05,0.32000839710235596,0.0007,133999,-7.686316013336182,257.0,0.0
670000,257.0,311.64,,134000,198,3379,,,,,,,
670500,257.0,311.49,43.47761154174805,134100,198,3381,67.8391342163086,-0.5478968620300293,0.0007,134099,-7.6822028160095215,,
